RF00727	bantam	microRNA bantam	Gene; miRNA;	89
RF00728	mir-81	microRNA mir-81	Gene; miRNA;	102
RF00729	mir-278	microRNA mir-278	Gene; miRNA;	100
RF00730	mir-277	microRNA mir-277	Gene; miRNA;	101
RF00731	mir-155	microRNA mir-155	Gene; miRNA;	65
RF00732	mir-305	microRNA mir-305	Gene; miRNA;	88
RF00733	mir-296	microRNA mir-296	Gene; miRNA;	80
RF00734	mir-52	microRNA mir-52	Gene; miRNA;	99
RF00735	mir-367	microRNA mir-367	Gene; miRNA;	68
RF00736	mir-320	microRNA mir-320	Gene; miRNA;	82
RF00737	mir-322	microRNA mir-322	Gene; miRNA;	84
RF00739	MIR476	microRNA MIR476	Gene; miRNA;	93
RF00740	mir-370	microRNA mir-370	Gene; miRNA;	79
RF00741	mir-378	microRNA mir-378	Gene; miRNA;	66
RF00742	MIR162_2	microRNA MIR162_2	Gene; miRNA;	92
RF00743	mir-308	microRNA mir-308	Gene; miRNA;	63
RF00744	mir-361	microRNA mir-361	Gene; miRNA;	71
RF00745	mir-499	microRNA mir-499	Gene; miRNA;	89
RF00746	mir-454	microRNA mir-454	Gene; miRNA;	115
RF00747	mir-283	microRNA mir-283	Gene; miRNA;	99
RF00748	mir-433	microRNA mir-433	Gene; miRNA;	93
RF00749	mir-208	microRNA mir-208	Gene; miRNA;	80
RF00750	mir-458	microRNA mir-458	Gene; miRNA;	78
RF00751	mir-12	microRNA mir-12	Gene; miRNA;	74
RF00752	mir-14	microRNA mir-14	Gene; miRNA;	67
RF00753	mir-503	microRNA mir-503	Gene; miRNA;	71
RF00754	mir-279	microRNA mir-279	Gene; miRNA;	93
RF00755	mir-542	microRNA mir-542	Gene; miRNA;	85
RF00756	mir-299	microRNA mir-299	Gene; miRNA;	63
RF00757	mir-275	microRNA mir-275	Gene; miRNA;	91
RF00758	mir-346	microRNA mir-346	Gene; miRNA;	98
RF00760	mir-342	microRNA mir-342	Gene; miRNA;	99
RF00761	mir-340	microRNA mir-340	Gene; miRNA;	97
RF00762	mir-412	microRNA mir-412	Gene; miRNA;	91
RF00763	mir-339	microRNA mir-339	Gene; miRNA;	96
RF00764	mir-191	microRNA mir-191	Gene; miRNA;	91
RF00765	mir-337	microRNA mir-337	Gene; miRNA;	96
RF00766	mir-335	microRNA mir-335	Gene; miRNA;	94
RF00767	mir-150	microRNA mir-150	Gene; miRNA;	85
RF00768	MIR405	microRNA MIR405	Gene; miRNA;	122
RF00769	mir-331	microRNA mir-331	Gene; miRNA;	94
RF00770	mir-330	microRNA mir-330	Gene; miRNA;	97
RF00771	mir-185	microRNA mir-185	Gene; miRNA;	81
RF00772	mir-328	microRNA mir-328	Gene; miRNA;	84
RF00773	mir-298	microRNA mir-298	Gene; miRNA;	88
RF00774	mir-360	microRNA mir-360	Gene; miRNA;	113
RF00775	mir-432	microRNA mir-432	Gene; miRNA;	94
RF00776	mir-540	microRNA mir-540	Gene; miRNA;	84
RF00777	mir-541	microRNA mir-541	Gene; miRNA;	90
RF00778	MIR473	microRNA MIR473	Gene; miRNA;	95
RF00779	MIR474	microRNA MIR474	Gene; miRNA;	107
RF00780	MIR477	microRNA MIR477	Gene; miRNA;	99
RF00781	mir-505	microRNA mir-505	Gene; miRNA;	84
RF00782	MIR480	microRNA MIR480	Gene; miRNA;	140
RF00783	mir-484	microRNA mir-484	Gene; miRNA;	67
RF00784	mir-486	microRNA mir-486	Gene; miRNA;	68
RF00785	mir-90	microRNA mir-90	Gene; miRNA;	97
RF00786	mir-289	microRNA mir-289	Gene; miRNA;	100
RF00787	mir-288	microRNA mir-288	Gene; miRNA;	97
RF00788	mir-287	microRNA mir-287	Gene; miRNA;	93
RF00789	mir-286	microRNA mir-286	Gene; miRNA;	100
RF00790	mir-358	microRNA mir-358	Gene; miRNA;	111
RF00791	mir-357	microRNA mir-357	Gene; miRNA;	112
RF00792	mir-490	microRNA mir-490	Gene; miRNA;	128
RF00793	mir-497	microRNA mir-497	Gene; miRNA;	112
RF00794	mir-42	microRNA mir-42	Gene; miRNA;	98
RF00795	mir-43	microRNA mir-43	Gene; miRNA;	105
RF00796	mir-48	microRNA mir-48	Gene; miRNA;	113
RF00797	mir-355	microRNA mir-355	Gene; miRNA;	119
RF00798	mir-49	microRNA mir-49	Gene; miRNA;	97
RF00799	mir-354	microRNA mir-354	Gene; miRNA;	111
RF00800	mir-353	microRNA mir-353	Gene; miRNA;	115
RF00801	mir-280	microRNA mir-280	Gene; miRNA;	95
RF00802	mir-207	microRNA mir-207	Gene; miRNA;	79
RF00803	mir-425	microRNA mir-425	Gene; miRNA;	85
RF00804	mir-240	microRNA mir-240	Gene; miRNA;	113
RF00805	mir-351	microRNA mir-351	Gene; miRNA;	99
RF00806	mir-350	microRNA mir-350	Gene; miRNA;	99
RF00807	mir-314	microRNA mir-314	Gene; miRNA;	90
RF00808	mir-86	microRNA mir-86	Gene; miRNA;	98
RF00809	mir-241	microRNA mir-241	Gene; miRNA;	96
RF00810	mir-85	microRNA mir-85	Gene; miRNA;	106
RF00811	mir-84	microRNA mir-84	Gene; miRNA;	113
RF00812	mir-83	microRNA mir-83	Gene; miRNA;	109
RF00813	mir-11	microRNA mir-11	Gene; miRNA;	75
RF00814	mir-316	microRNA mir-316	Gene; miRNA;	89
RF00815	mir-244	microRNA mir-244	Gene; miRNA;	103
RF00816	mir-245	microRNA mir-245	Gene; miRNA;	97
RF00817	mir-80	microRNA mir-80	Gene; miRNA;	101
RF00818	mir-318	microRNA mir-318	Gene; miRNA;	68
RF00819	mir-246	microRNA mir-246	Gene; miRNA;	110
RF00820	mir-248	microRNA mir-248	Gene; miRNA;	105
RF00821	mir-249	microRNA mir-249	Gene; miRNA;	112
RF00822	mir-274	microRNA mir-274	Gene; miRNA;	100
RF00823	lsy-6	microRNA lsy-6	Gene; miRNA;	74
RF00824	mir-50	microRNA mir-50	Gene; miRNA;	101
RF00825	mir-344	microRNA mir-344	Gene; miRNA;	95
RF00826	mir-55	microRNA mir-55	Gene; miRNA;	97
RF00827	mir-77	microRNA mir-77	Gene; miRNA;	97
RF00828	mir-75	microRNA mir-75	Gene; miRNA;	100
RF00829	mir-149	microRNA mir-149	Gene; miRNA;	89
RF00830	mir-74	microRNA mir-74	Gene; miRNA;	96
RF00831	mir-73	microRNA mir-73	Gene; miRNA;	100
RF00832	mir-71	microRNA mir-71	Gene; miRNA;	59
RF00833	mir-70	microRNA mir-70	Gene; miRNA;	120
RF00834	mir-268	microRNA mir-268	Gene; miRNA;	95
RF00835	mir-58	microRNA mir-58	Gene; miRNA;	97
RF00836	mir-250	microRNA mir-250	Gene; miRNA;	81
RF00837	mir-251	microRNA mir-251	Gene; miRNA;	98
RF00838	mir-252	microRNA mir-252	Gene; miRNA;	111
RF00839	mir-452	microRNA mir-452	Gene; miRNA;	85
RF00840	mir-374	microRNA mir-374	Gene; miRNA;	71
RF00841	mir-384	microRNA mir-384	Gene; miRNA;	88
RF00842	MIR403	microRNA MIR403	Gene; miRNA;	115
RF00843	mir-228	microRNA mir-228	Gene; miRNA;	97
RF00844	mir-67	microRNA mir-67	Gene; miRNA;	68
RF00845	MIR158	microRNA MIR158	Gene; miRNA;	100
RF00846	mir-64	microRNA mir-64	Gene; miRNA;	110
RF00847	mir-62	microRNA mir-62	Gene; miRNA;	60
RF00848	mir-61	microRNA mir-61	Gene; miRNA;	87
RF00849	mir-60	microRNA mir-60	Gene; miRNA;	72
RF00850	mir-259	microRNA mir-259	Gene; miRNA;	103
RF00851	mir-230	microRNA mir-230	Gene; miRNA;	98
RF00852	mir-231	microRNA mir-231	Gene; miRNA;	83
RF00853	mir-304	microRNA mir-304	Gene; miRNA;	88
RF00854	mir-5	microRNA mir-5	Gene; miRNA;	72
RF00855	mir-254	microRNA mir-254	Gene; miRNA;	110
RF00856	mir-232	microRNA mir-232	Gene; miRNA;	98
RF00857	mir-233	microRNA mir-233	Gene; miRNA;	99
RF00858	mir-306	microRNA mir-306	Gene; miRNA;	83
RF00859	mir-234	microRNA mir-234	Gene; miRNA;	102
RF00861	mir-488	microRNA mir-488	Gene; miRNA;	83
RF00862	mir-491	microRNA mir-491	Gene; miRNA;	84
RF00863	mir-BART17	microRNA mir-BART17	Gene; miRNA;	104
RF00864	mir-BART20	microRNA mir-BART20	Gene; miRNA;	81
RF00865	MIR169_5	microRNA MIR169_5	Gene; miRNA;	129
RF00866	mir-BART3	microRNA mir-BART3	Gene; miRNA;	76
RF00867	mir-BART5	microRNA mir-BART5	Gene; miRNA;	89
RF00868	mir-BART15	microRNA mir-BART15	Gene; miRNA;	79
RF00869	mir-BART7	microRNA mir-BART7	Gene; miRNA;	86
RF00870	mir-423	microRNA mir-423	Gene; miRNA;	81
RF00872	mir-652	microRNA mir-652	Gene; miRNA;	97
RF00873	mir-550	microRNA mir-550	Gene; miRNA;	97
RF00874	mir-BART12	microRNA mir-BART12	Gene; miRNA;	96
RF00875	mir-692	microRNA mir-692	Gene; miRNA;	83
RF00876	mir-684	microRNA mir-684	Gene; miRNA;	88
RF00877	mir-592	microRNA mir-592	Gene; miRNA;	88
RF00878	mir-456	microRNA mir-456	Gene; miRNA;	104
RF00879	mir-615	microRNA mir-615	Gene; miRNA;	96
RF00882	MIR811	microRNA MIR811	Gene; miRNA;	190
RF00883	MIR820	microRNA MIR820	Gene; miRNA;	181
RF00884	MIR815	microRNA MIR815	Gene; miRNA;	81
RF00885	MIR821	microRNA MIR821	Gene; miRNA;	275
RF00886	MIR807	microRNA MIR807	Gene; miRNA;	176
RF00887	mir-802	microRNA mir-802	Gene; miRNA;	94
RF00888	mir-770	microRNA mir-770	Gene; miRNA;	99
RF00890	mir-668	microRNA mir-668	Gene; miRNA;	61
RF00891	mir-671	microRNA mir-671	Gene; miRNA;	75
RF00892	mir-551	microRNA mir-551	Gene; miRNA;	86
RF00893	MIR854	microRNA MIR854	Gene; miRNA;	221
RF00894	mir-790	microRNA mir-790	Gene; miRNA;	71
RF00895	mir-786	microRNA mir-786	Gene; miRNA;	91
RF00896	mir-787	microRNA mir-787	Gene; miRNA;	92
RF00897	mir-675	microRNA mir-675	Gene; miRNA;	73
RF00898	mir-242	microRNA mir-242	Gene; miRNA;	71
RF00899	mir-235	microRNA mir-235	Gene; miRNA;	76
RF00900	mir-255	microRNA mir-255	Gene; miRNA;	105
RF00901	MIR845_1	microRNA MIR845_1	Gene; miRNA;	91
RF00902	mir-791	microRNA mir-791	Gene; miRNA;	86
RF00903	mir-359	microRNA mir-359	Gene; miRNA;	92
RF00904	mir-392	microRNA mir-392	Gene; miRNA;	71
RF00905	mir-789	microRNA mir-789	Gene; miRNA;	97
RF00906	MIR1122	microRNA MIR1122	Gene; miRNA;	135
RF00907	mir-941	microRNA mir-941	Gene; miRNA;	89
RF00908	MIR529	microRNA MIR529	Gene; miRNA;	131
RF00909	mir-883	microRNA mir-883	Gene; miRNA;	77
RF00910	mir-873	microRNA mir-873	Gene; miRNA;	77
RF00911	mir-672	microRNA mir-672	Gene; miRNA;	100
RF00912	mir-877	microRNA mir-877	Gene; miRNA;	86
RF00914	mir-674	microRNA mir-674	Gene; miRNA;	100
RF00915	mir-760	microRNA mir-760	Gene; miRNA;	80
RF00917	mir-708	microRNA mir-708	Gene; miRNA;	88
RF00918	mir-872	microRNA mir-872	Gene; miRNA;	81
RF00919	mir-874	microRNA mir-874	Gene; miRNA;	78
RF00920	MIR444	microRNA MIR444	Gene; miRNA;	151
RF00921	mir-665	microRNA mir-665	Gene; miRNA;	91
RF00922	mir-673	microRNA mir-673	Gene; miRNA;	76
RF00925	MIR1027	microRNA MIR1027	Gene; miRNA;	142
RF00926	MIR1151	microRNA MIR1151	Gene; miRNA;	145
RF00927	mir-582	microRNA mir-582	Gene; miRNA;	98
RF00928	mir-590	microRNA mir-590	Gene; miRNA;	97
RF00929	mir-574	microRNA mir-574	Gene; miRNA;	77
RF00931	mir-879	microRNA mir-879	Gene; miRNA;	76
RF00932	mir-471	microRNA mir-471	Gene; miRNA;	78
RF00933	mir-875	microRNA mir-875	Gene; miRNA;	77
RF00934	mir-463	microRNA mir-463	Gene; miRNA;	81
RF00935	mir-876	microRNA mir-876	Gene; miRNA;	81
RF00936	mir-744	microRNA mir-744	Gene; miRNA;	100
RF00937	mir-653	microRNA mir-653	Gene; miRNA;	98
RF00939	mir-504	microRNA mir-504	Gene; miRNA;	83
RF00940	mir-327	microRNA mir-327	Gene; miRNA;	62
RF00941	mir-434	microRNA mir-434	Gene; miRNA;	94
RF00942	mir-1224	microRNA mir-1224	Gene; miRNA;	86
RF00943	MIR824	microRNA MIR824	Gene; miRNA;	654
RF00945	mir-1226	microRNA mir-1226	Gene; miRNA;	76
RF00946	mir-1225	microRNA mir-1225	Gene; miRNA;	94
RF00947	mir-929	microRNA mir-929	Gene; miRNA;	96
RF00948	mir-996	microRNA mir-996	Gene; miRNA;	97
RF00949	mir-983	microRNA mir-983	Gene; miRNA;	99
RF00950	mir-927	microRNA mir-927	Gene; miRNA;	78
RF00951	mir-1302	microRNA mir-1302	Gene; miRNA;	52
RF00952	mir-650	microRNA mir-650	Gene; miRNA;	95
RF00953	mir-1497	microRNA mir-1497	Gene; miRNA;	74
RF00954	MIR1446	microRNA MIR1446	Gene; miRNA;	105
RF00955	mir-1829	microRNA mir-1829	Gene; miRNA;	60
RF00956	MIR1444	microRNA MIR1444	Gene; miRNA;	85
RF00957	mir-663	microRNA mir-663	Gene; miRNA;	93
RF00958	mir-498	microRNA mir-498	Gene; miRNA;	124
RF00959	mir-612	microRNA mir-612	Gene; miRNA;	101
RF00960	mir-661	microRNA mir-661	Gene; miRNA;	98
RF00961	mir-581	microRNA mir-581	Gene; miRNA;	96
RF00962	mir-586	microRNA mir-586	Gene; miRNA;	99
RF00963	mir-642	microRNA mir-642	Gene; miRNA;	97
RF00964	mir-938	microRNA mir-938	Gene; miRNA;	83
RF00965	mir-549	microRNA mir-549	Gene; miRNA;	96
RF00966	mir-676	microRNA mir-676	Gene; miRNA;	89
RF00967	mir-281	microRNA mir-281	Gene; miRNA;	83
RF00968	mir-626	microRNA mir-626	Gene; miRNA;	96
RF00969	mir-556	microRNA mir-556	Gene; miRNA;	95
RF00970	mir-648	microRNA mir-648	Gene; miRNA;	94
RF00971	mir-578	microRNA mir-578	Gene; miRNA;	96
RF00972	mir-651	microRNA mir-651	Gene; miRNA;	97
RF00973	mir-597	microRNA mir-597	Gene; miRNA;	97
RF00974	mir-607	microRNA mir-607	Gene; miRNA;	96
RF00975	MIR845_2	microRNA MIR845_2	Gene; miRNA;	131
RF00976	mir-583	microRNA mir-583	Gene; miRNA;	75
RF00977	mir-600	microRNA mir-600	Gene; miRNA;	81
RF00978	mir-638	microRNA mir-638	Gene; miRNA;	100
RF00979	mir-553	microRNA mir-553	Gene; miRNA;	68
RF00980	mir-643	microRNA mir-643	Gene; miRNA;	97
RF00981	mir-939	microRNA mir-939	Gene; miRNA;	82
RF00983	mir-662	microRNA mir-662	Gene; miRNA;	95
RF00984	mir-576	microRNA mir-576	Gene; miRNA;	98
RF00985	mir-640	microRNA mir-640	Gene; miRNA;	96
RF00986	mir-920	microRNA mir-920	Gene; miRNA;	75
RF00987	mir-589	microRNA mir-589	Gene; miRNA;	99
RF00988	mir-657	microRNA mir-657	Gene; miRNA;	98
RF00989	mir-492	microRNA mir-492	Gene; miRNA;	116
RF00990	mir-552	microRNA mir-552	Gene; miRNA;	96
RF00991	mir-599	microRNA mir-599	Gene; miRNA;	95
RF00992	mir-593	microRNA mir-593	Gene; miRNA;	100
RF00993	mir-1473	microRNA mir-1473	Gene; miRNA;	84
RF00994	mir-1255	microRNA mir-1255	Gene; miRNA;	66
RF00995	mir-616	microRNA mir-616	Gene; miRNA;	97
RF00996	mir-631	microRNA mir-631	Gene; miRNA;	75
RF00997	mir-942	microRNA mir-942	Gene; miRNA;	86
RF00998	mir-562	microRNA mir-562	Gene; miRNA;	95
RF00999	mir-924	microRNA mir-924	Gene; miRNA;	53
RF01000	mir-580	microRNA mir-580	Gene; miRNA;	97
RF01001	mir-609	microRNA mir-609	Gene; miRNA;	95
RF01002	mir-936	microRNA mir-936	Gene; miRNA;	98
RF01003	mir-563	microRNA mir-563	Gene; miRNA;	79
RF01004	mir-557	microRNA mir-557	Gene; miRNA;	71
RF01005	MIR530	microRNA MIR530	Gene; miRNA;	172
RF01006	mir-601	microRNA mir-601	Gene; miRNA;	79
RF01007	mir-624	microRNA mir-624	Gene; miRNA;	98
RF01008	mir-636	microRNA mir-636	Gene; miRNA;	99
RF01009	mir-M7	microRNA mir-M7	Gene; miRNA;	77
RF01010	mir-632	microRNA mir-632	Gene; miRNA;	94
RF01011	mir-605	microRNA mir-605	Gene; miRNA;	84
RF01012	mir-628	microRNA mir-628	Gene; miRNA;	95
RF01013	mir-577	microRNA mir-577	Gene; miRNA;	96
RF01014	mir-1306	microRNA mir-1306	Gene; miRNA;	74
RF01015	mir-885	microRNA mir-885	Gene; miRNA;	74
RF01016	mir-584	microRNA mir-584	Gene; miRNA;	97
RF01018	mir-569	microRNA mir-569	Gene; miRNA;	96
RF01019	mir-922	microRNA mir-922	Gene; miRNA;	81
RF01020	mir-572	microRNA mir-572	Gene; miRNA;	56
RF01021	mir-558	microRNA mir-558	Gene; miRNA;	94
RF01022	mir-611	microRNA mir-611	Gene; miRNA;	67
RF01023	mir-940	microRNA mir-940	Gene; miRNA;	94
RF01024	mir-944	microRNA mir-944	Gene; miRNA;	88
RF01025	mir-934	microRNA mir-934	Gene; miRNA;	83
RF01026	MIR828	microRNA MIR828	Gene; miRNA;	107
RF01027	mir-765	microRNA mir-765	Gene; miRNA;	114
RF01028	mir-633	microRNA mir-633	Gene; miRNA;	98
RF01029	mir-649	microRNA mir-649	Gene; miRNA;	97
RF01030	mir-422	microRNA mir-422	Gene; miRNA;	90
RF01031	mir-639	microRNA mir-639	Gene; miRNA;	98
RF01032	mir-554	microRNA mir-554	Gene; miRNA;	96
RF01033	mir-767	microRNA mir-767	Gene; miRNA;	110
RF01034	mir-618	microRNA mir-618	Gene; miRNA;	101
RF01035	mir-887	microRNA mir-887	Gene; miRNA;	79
RF01036	mir-567	microRNA mir-567	Gene; miRNA;	95
RF01037	mir-644	microRNA mir-644	Gene; miRNA;	94
RF01038	mir-1307	microRNA mir-1307	Gene; miRNA;	100
RF01039	mir-937	microRNA mir-937	Gene; miRNA;	86
RF01040	mir-573	microRNA mir-573	Gene; miRNA;	99
RF01041	mir-604	microRNA mir-604	Gene; miRNA;	94
RF01042	mir-891	microRNA mir-891	Gene; miRNA;	79
RF01043	MIR1023	microRNA MIR1023	Gene; miRNA;	165
RF01044	mir-345	microRNA mir-345	Gene; miRNA;	96
RF01045	mir-544	microRNA mir-544	Gene; miRNA;	91
RF01046	WLE3	Wingless localisation element 3 (WLE3)	Cis-reg;	44
RF01047	HBV_epsilon	HBV RNA encapsidation signal epsilon	Cis-reg;	61
RF01050	Sacc_telomerase	Saccharomyces telomerase	Gene;	1208
RF01051	c-di-GMP-I	Cyclic di-GMP-I riboswitch	Cis-reg;	87
RF01052	Arthropod_7SK	Arthropod 7SK RNA	Gene;	445
RF01053	Deinococcus_Y_RNA	Deinococcus radiodurans Y RNA	Gene;	126
RF01054	preQ1-II	preQ1-II (pre queuosine) riboswitch	Cis-reg; riboswitch;	99
RF01055	MOCO_RNA_motif	Moco (molybdenum cofactor) riboswitch	Cis-reg; riboswitch;	135
RF01056	Mg_sensor	Magnesium Sensor	Cis-reg; riboswitch;	115
RF01057	SAH_riboswitch	S-adenosyl-L-homocysteine riboswitch	Cis-reg; riboswitch;	78
RF01059	mir-598	microRNA mir-598	Gene; miRNA;	97
RF01061	mir-548	microRNA mir-548	Gene; miRNA;	84
RF01064	mir-253	microRNA mir-253	Gene; miRNA;	100
RF01065	23S-methyl	23S methyl RNA motif	Cis-reg;	102
RF01066	6C	6C RNA	Cis-reg;	75
RF01067	ATPC	ATPC RNA motif	Gene;	92
RF01068	mini-ykkC	Guanidine-II riboswitch	Cis-reg;	48
RF01069	purD	purD RNA motif	Cis-reg;	125
RF01070	sucA	SucA RNA motif	Cis-reg;	83
RF01071	OLE	Ornate Large Extremophilic RNA	Gene;	616
RF01072	TMV_UPD-PK3	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	Cis-reg;	31
RF01073	GP_knot1	Gag/pol translational readthrough site	Cis-reg;	62
RF01074	RF_site1	Putative RNA-dependent RNA polymerase ribosomal frameshift site	Cis-reg; frameshift_element;	40
RF01075	TLS-PK1	Pseudoknot of tRNA-like structure	Cis-reg;	97
RF01076	RF_site2	Polymerase ribosomal frameshift site	Cis-reg; frameshift_element;	72
RF01077	TLS-PK2	Pseudoknot of tRNA-like structure	Cis-reg;	66
RF01078	PK-PYVV	3'-terminal pseudoknot in PYVV	Cis-reg;	58
RF01079	RF_site3	Putative RNA-dependent RNA polymerase ribosomal frameshift site	Cis-reg; frameshift_element;	39
RF01080	UPD-PKib	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	Cis-reg;	32
RF01081	SBWMV1_UPD-PKe	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	Cis-reg;	26
RF01082	SBWMV1_UPD-PKh	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	Cis-reg;	25
RF01083	UPD-PK2	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	Cis-reg;	21
RF01084	TLS-PK3	Pseudoknot of tRNA-like structure	Cis-reg;	130
RF01085	TLS-PK4	Pseudoknot of tRNA-like structure	Cis-reg;	118
RF01087	PK-repZ	Pseudoknot of the regulatory region of the repZ gene	Cis-reg;	150
RF01088	TLS-PK5	Pseudoknot of tRNA-like structure	Cis-reg;	68
RF01089	PK-repBA	Pseudoknot of the regulatory region of the repBA gene	Cis-reg;	124
RF01090	RF_site4	Edr gene ribosomal frameshift signal	Cis-reg; frameshift_element;	66
RF01091	PK-SPCSV	3'-terminal pseudoknot in SPCSV	Cis-reg;	61
RF01092	GP_knot2	Gag/pol translational readthrough site	Cis-reg;	61
RF01093	RF_site5	Ma3 gene ribosomal frameshift signal	Cis-reg; frameshift_element;	60
RF01094	RF_site6	Polymerase ribosomal frameshift site	Cis-reg; frameshift_element;	118
RF01095	PK-CuYV_BPYV	3'-terminal pseudoknot of CuYV/BPYV	Cis-reg;	56
RF01096	PK-HAV	HepA virus 3'-terminal pseudoknot	Cis-reg;	56
RF01097	RF_site8	Gag/pro ribosomal frameshift site	Cis-reg; frameshift_element;	52
RF01098	RF_site9	Gag/pro ribosomal frameshift site	Cis-reg; frameshift_element;	50
RF01099	PK-IAV	Pseudoknot of influenza A virus gene	Cis-reg;	48
RF01100	PK-BYV	3'-terminal pseudoknot in BYV	Cis-reg;	40
RF01101	TLS-PK6	Pseudoknot of tRNA-like structure	Cis-reg;	40
RF01102	PK1-TEV_CVMV	5'-leader pseudoknot of TEV/CVMV	Cis-reg; leader;	37
RF01103	UPD-PKc	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	Cis-reg;	29
RF01104	SBWMV2_UPD-PKb	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	Cis-reg;	29
RF01105	SBWMV2_UPD-PKl	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	Cis-reg;	27
RF01106	SBWMV1_UPD-PKb	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	Cis-reg;	25
RF01107	SBRMV1_UPD-PKf	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	Cis-reg;	27
RF01108	BMV3_UPD-PK1	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	Cis-reg;	26
RF01109	SBRMV1_UPD-PKd	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	Cis-reg;	21
RF01111	SBWMV2_UPD-PKk	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	Cis-reg;	21
RF01113	BMV3_UPD-PK3	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	Cis-reg;	23
RF01114	TMV_UPD-PK1	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR	Cis-reg;	22
RF01116	Yfr1	Cyanobacterial functional RNA 1	Gene; sRNA;	59
RF01117	ciona-mir-92	Ciona microRNA mir-92	Gene; miRNA;	81
RF01119	sR32	Small nucleolar RNA sR32	Gene; snRNA; snoRNA; CD-box;	57
RF01120	sR33	Small nucleolar RNA sR33	Gene; snRNA; snoRNA; CD-box;	55
RF01121	sR38	Small nucleolar RNA sR38	Gene; snRNA; snoRNA; CD-box;	59
RF01122	sR39	Small nucleolar RNA sR39	Gene; snRNA; snoRNA; CD-box;	56
RF01123	sR35	Small nucleolar RNA sR35	Gene; snRNA; snoRNA; CD-box;	57
RF01124	sR36	Small nucleolar RNA sR36	Gene; snRNA; snoRNA; CD-box;	55
RF01125	sR4	Small nucleolar RNA sR4	Gene; snRNA; snoRNA; CD-box;	56
RF01126	sR41	Small nucleolar RNA sR41	Gene; snRNA; snoRNA; CD-box;	53
RF01127	sR42	Small nucleolar RNA sR42	Gene; snRNA; snoRNA; CD-box;	63
RF01128	sR43	Small nucleolar RNA sR42	Gene; snRNA; snoRNA; CD-box;	57
RF01129	sR44	Small nucleolar RNA sR44	Gene; snRNA; snoRNA; CD-box;	55
RF01130	sR46	Small nucleolar RNA sR46	Gene; snRNA; snoRNA; CD-box;	56
RF01131	sR47	Small nucleolar RNA sR47	Gene; snRNA; snoRNA; CD-box;	55
RF01132	sR48	Small nucleolar RNA sR48	Gene; snRNA; snoRNA; CD-box;	59
RF01133	sR3	Small nucleolar RNA sR3	Gene; snRNA; snoRNA; CD-box;	55
RF01134	sR30	Small nucleolar RNA sR30	Gene; snRNA; snoRNA; CD-box;	57
RF01135	sR24	Small nucleolar RNA sR24	Gene; snRNA; snoRNA; CD-box;	55
RF01136	sR28	Small nucleolar RNA sR28	Gene; snRNA; snoRNA; CD-box;	55
RF01137	sR21	Small nucleolar RNA sR21	Gene; snRNA; snoRNA; CD-box;	67
RF01138	sR23	Small nucleolar RNA sR23	Gene; snRNA; snoRNA; CD-box;	54
RF01139	sR2	Small nucleolar RNA sR2	Gene; snRNA; snoRNA; CD-box;	57
RF01140	sR20	Small nucleolar RNA sR20	Gene; snRNA; snoRNA; CD-box;	56
RF01141	sR18	Small nucleolar RNA sR18	Gene; snRNA; snoRNA; CD-box;	56
RF01142	sR19	Small nucleolar RNA sR19	Gene; snRNA; snoRNA; CD-box;	63
RF01143	sR16	Small nucleolar RNA sR16	Gene; snRNA; snoRNA; CD-box;	53
RF01144	sR17	Small nucleolar RNA sR17	Gene; snRNA; snoRNA; CD-box;	55
RF01145	sR14	Small nucleolar RNA sR14	Gene; snRNA; snoRNA; CD-box;	54
RF01146	sR15	Small nucleolar RNA sR15	Gene; snRNA; snoRNA; CD-box;	65
RF01147	sR12	Small nucleolar RNA sR12	Gene; snRNA; snoRNA; CD-box;	55
RF01149	sR10	Small nucleolar RNA sR10	Gene; snRNA; snoRNA; CD-box;	54
RF01150	sR11	Small nucleolar RNA sR11	Gene; snRNA; snoRNA; CD-box;	57
RF01151	snoU82P	Small nucleolar RNA U82P	Gene; snRNA; snoRNA; CD-box;	55
RF01152	sR1	Small nucleolar RNA sR1	Gene; snRNA; snoRNA; CD-box;	57
RF01153	sn3060	Small nucleolar RNA sn3060	Gene; snRNA; snoRNA; CD-box;	67
RF01155	snoR101	Small nucleolar RNA snoR101	Gene; snRNA; snoRNA; CD-box;	66
RF01156	SNORD123	Small nucleolar RNA SNORD123	Gene; snRNA; snoRNA; CD-box;	70
RF01157	sn1185	Small nucleolar RNA sn1185	Gene; snRNA; snoRNA; CD-box;	66
